,artist,title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,dataset,track_link
276,the white stripes,fell in love with a girl,21Qsj3cMVCx2xF2EVVNbEu,0.356,0.982,4.0,-1.574,0.0,0.112,0.713,0.00145,0.941,0.299,95.754,audio_features,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/tracks/21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/audio-analysis/21Qsj3cMVCx2xF2EVVNbEu,110093.0,4.0,not_hot,https://open.spotify.com/track/21Qsj3cMVCx2xF2EVVNbEu
277,aretha franklin,chain of fools,2oZmMp5M6L0Rh7G84Um2tF,0.721,0.567,10.0,-9.516,1.0,0.0389,0.221,0.0,0.465,0.914,116.643,audio_features,spotify:track:2oZmMp5M6L0Rh7G84Um2tF,https://api.spotify.com/v1/tracks/2oZmMp5M6L0Rh7G84Um2tF,https://api.spotify.com/v1/audio-analysis/2oZmMp5M6L0Rh7G84Um2tF,167067.0,4.0,not_hot,https://open.spotify.com/track/2oZmMp5M6L0Rh7G84Um2tF
278,jackie brenston,rocket 88,2WODVps1PWm5KHCXlpe7Mw,0.411,0.691,11.0,-4.329,1.0,0.0771,0.676,0.00213,0.109,0.73,154.052,audio_features,spotify:track:2WODVps1PWm5KHCXlpe7Mw,https://api.spotify.com/v1/tracks/2WODVps1PWm5KHCXlpe7Mw,https://api.spotify.com/v1/audio-analysis/2WODVps1PWm5KHCXlpe7Mw,166653.0,4.0,not_hot,https://open.spotify.com/track/2WODVps1PWm5KHCXlpe7Mw
279,the b-52's,rock lobster,2Q5wSOwq6BDSu7sSVMNrtT,0.592,0.882,8.0,-8.315,1.0,0.0468,0.00884,0.0155,0.0506,0.442,92.157,audio_features,spotify:track:2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/tracks/2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/audio-analysis/2Q5wSOwq6BDSu7sSVMNrtT,409400.0,4.0,not_hot,https://open.spotify.com/track/2Q5wSOwq6BDSu7sSVMNrtT
280,eurythmics,sweet dreams (are made of this...),1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0.0,-7.498,0.0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933.0,4.0,not_hot,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS
281,the stooges,i wanna be your dog,672N8DGGTOLCOgWe0koX5g,0.527,0.871,4.0,-8.708,1.0,0.0354,0.0229,0.155,0.419,0.107,120.722,audio_features,spotify:track:672N8DGGTOLCOgWe0koX5g,https://api.spotify.com/v1/tracks/672N8DGGTOLCOgWe0koX5g,https://api.spotify.com/v1/audio-analysis/672N8DGGTOLCOgWe0koX5g,188560.0,4.0,not_hot,https://open.spotify.com/track/672N8DGGTOLCOgWe0koX5g
282,elton john,your song,38zsOOcu31XbbYj9BIPUF1,0.554,0.315,3.0,-11.028,1.0,0.0298,0.828,5.53e-06,0.101,0.325,128.157,audio_features,spotify:track:38zsOOcu31XbbYj9BIPUF1,https://api.spotify.com/v1/tracks/38zsOOcu31XbbYj9BIPUF1,https://api.spotify.com/v1/audio-analysis/38zsOOcu31XbbYj9BIPUF1,241787.0,4.0,not_hot,https://open.spotify.com/track/38zsOOcu31XbbYj9BIPUF1
283,roy orbison,crying,6eLL7QTdMWdhhG4i3jHDR9,0.35,0.293,2.0,-9.502,1.0,0.0258,0.758,8.21e-06,0.104,0.162,96.685,audio_features,spotify:track:6eLL7QTdMWdhhG4i3jHDR9,https://api.spotify.com/v1/tracks/6eLL7QTdMWdhhG4i3jHDR9,https://api.spotify.com/v1/audio-analysis/6eLL7QTdMWdhhG4i3jHDR9,166467.0,4.0,not_hot,https://open.spotify.com/track/6eLL7QTdMWdhhG4i3jHDR9
284,don henley,the boys of summer,4gvea7UlDkAvsJBPZAd4oB,0.516,0.549,6.0,-13.741,1.0,0.0373,0.501,0.00572,0.184,0.907,176.941,audio_features,spotify:track:4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/tracks/4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/audio-analysis/4gvea7UlDkAvsJBPZAd4oB,288733.0,4.0,not_hot,https://open.spotify.com/track/4gvea7UlDkAvsJBPZAd4oB
285,edwin starr,war,4ZEEcEMGjkWOfZNBcIB9yE,0.59,0.671,1.0,-12.484,1.0,0.154,0.0939,0.0,0.248,0.736,109.333,audio_features,spotify:track:4ZEEcEMGjkWOfZNBcIB9yE,https://api.spotify.com/v1/tracks/4ZEEcEMGjkWOfZNBcIB9yE,https://api.spotify.com/v1/audio-analysis/4ZEEcEMGjkWOfZNBcIB9yE,200267.0,4.0,not_hot,https://open.spotify.com/track/4ZEEcEMGjkWOfZNBcIB9yE
286,the shangri-la's,leader of the pack,6O5PIO5pAWxdoxvaUFQ02G,0.423,0.55,0.0,-8.738,1.0,0.0975,0.708,0.0,0.682,0.313,119.702,audio_features,spotify:track:6O5PIO5pAWxdoxvaUFQ02G,https://api.spotify.com/v1/tracks/6O5PIO5pAWxdoxvaUFQ02G,https://api.spotify.com/v1/audio-analysis/6O5PIO5pAWxdoxvaUFQ02G,171333.0,4.0,not_hot,https://open.spotify.com/track/6O5PIO5pAWxdoxvaUFQ02G
287,the box tops,the letter,6RJK553YhstRzyKA4mug09,0.638,0.428,9.0,-12.156,0.0,0.0687,0.252,0.0,0.132,0.901,139.434,audio_features,spotify:track:6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/tracks/6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/audio-analysis/6RJK553YhstRzyKA4mug09,112800.0,4.0,not_hot,https://open.spotify.com/track/6RJK553YhstRzyKA4mug09
288,joan jett and the blackhearts,i love rock'n'roll,2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4.0,-5.025,1.0,0.0431,0.326,0.0,0.659,0.901,94.379,audio_features,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie,https://api.spotify.com/v1/audio-analysis/2Cdvbe2G4hZsnhNMKyGrie,175173.0,4.0,not_hot,https://open.spotify.com/track/2Cdvbe2G4hZsnhNMKyGrie
289,u2,pride (in the name of love),3dh2LlmeMqKJbzn2WUgt3d,0.458,0.843,4.0,-7.201,1.0,0.0316,0.00135,0.000296,0.778,0.713,105.701,audio_features,spotify:track:3dh2LlmeMqKJbzn2WUgt3d,https://api.spotify.com/v1/tracks/3dh2LlmeMqKJbzn2WUgt3d,https://api.spotify.com/v1/audio-analysis/3dh2LlmeMqKJbzn2WUgt3d,228427.0,4.0,not_hot,https://open.spotify.com/track/3dh2LlmeMqKJbzn2WUgt3d
290,cornershop,brimful of asha,6gbdLLUhocAjThL3GvV6Lx,0.662,0.948,11.0,-3.007,1.0,0.0586,0.181,0.0,0.118,0.934,125.663,audio_features,spotify:track:6gbdLLUhocAjThL3GvV6Lx,https://api.spotify.com/v1/tracks/6gbdLLUhocAjThL3GvV6Lx,https://api.spotify.com/v1/audio-analysis/6gbdLLUhocAjThL3GvV6Lx,240933.0,4.0,not_hot,https://open.spotify.com/track/6gbdLLUhocAjThL3GvV6Lx
291,the chemical brothers,block rockin' beats,6nGUM3Z0FNJZW9wbNj97Ig,0.606,0.977,1.0,-3.642,1.0,0.06,0.0206,0.5,0.179,0.809,109.41,audio_features,spotify:track:6nGUM3Z0FNJZW9wbNj97Ig,https://api.spotify.com/v1/tracks/6nGUM3Z0FNJZW9wbNj97Ig,https://api.spotify.com/v1/audio-analysis/6nGUM3Z0FNJZW9wbNj97Ig,294027.0,4.0,not_hot,https://open.spotify.com/track/6nGUM3Z0FNJZW9wbNj97Ig
292,prince and the revolution,1999,2QSUyofqpGDCo026OPiTBQ,0.864,0.826,10.0,-5.496,1.0,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,audio_features,spotify:track:2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/tracks/2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/audio-analysis/2QSUyofqpGDCo026OPiTBQ,373747.0,4.0,not_hot,https://open.spotify.com/track/2QSUyofqpGDCo026OPiTBQ
293,pixies,debaser,5cy5IStIn7OSHDEIgXeDyq,0.489,0.913,5.0,-9.152,0.0,0.0479,0.00015,0.709,0.0703,0.539,135.756,audio_features,spotify:track:5cy5IStIn7OSHDEIgXeDyq,https://api.spotify.com/v1/tracks/5cy5IStIn7OSHDEIgXeDyq,https://api.spotify.com/v1/audio-analysis/5cy5IStIn7OSHDEIgXeDyq,171747.0,4.0,not_hot,https://open.spotify.com/track/5cy5IStIn7OSHDEIgXeDyq
294,the jam,going underground,6ALPLbDJ9eWVij9ep3Cgf4,0.319,0.836,11.0,-6.706,1.0,0.113,0.00364,1.84e-05,0.1,0.94,180.56,audio_features,spotify:track:6ALPLbDJ9eWVij9ep3Cgf4,https://api.spotify.com/v1/tracks/6ALPLbDJ9eWVij9ep3Cgf4,https://api.spotify.com/v1/audio-analysis/6ALPLbDJ9eWVij9ep3Cgf4,174507.0,4.0,not_hot,https://open.spotify.com/track/6ALPLbDJ9eWVij9ep3Cgf4
295,the crystals,he's a rebel,6MtUqawGQyVO1f8tWdVGjy,0.524,0.664,2.0,-7.555,1.0,0.0614,0.447,4.82e-06,0.241,0.899,137.318,audio_features,spotify:track:6MtUqawGQyVO1f8tWdVGjy,https://api.spotify.com/v1/tracks/6MtUqawGQyVO1f8tWdVGjy,https://api.spotify.com/v1/audio-analysis/6MtUqawGQyVO1f8tWdVGjy,163480.0,4.0,not_hot,https://open.spotify.com/track/6MtUqawGQyVO1f8tWdVGjy
296,the crystals,he's a rebel,6MtUqawGQyVO1f8tWdVGjy,0.524,0.664,2.0,-7.555,1.0,0.0614,0.447,4.82e-06,0.241,0.899,137.318,audio_features,spotify:track:6MtUqawGQyVO1f8tWdVGjy,https://api.spotify.com/v1/tracks/6MtUqawGQyVO1f8tWdVGjy,https://api.spotify.com/v1/audio-analysis/6MtUqawGQyVO1f8tWdVGjy,163480.0,4.0,not_hot,https://open.spotify.com/track/6MtUqawGQyVO1f8tWdVGjy
297,m/a/r/r/s,pump up the volume,6LERtd1yiclxFH8MHAqr0Q,0.765,0.592,7.0,-15.634,1.0,0.0631,0.000924,0.578,0.0484,0.52,113.236,audio_features,spotify:track:6LERtd1yiclxFH8MHAqr0Q,https://api.spotify.com/v1/tracks/6LERtd1yiclxFH8MHAqr0Q,https://api.spotify.com/v1/audio-analysis/6LERtd1yiclxFH8MHAqr0Q,389067.0,4.0,not_hot,https://open.spotify.com/track/6LERtd1yiclxFH8MHAqr0Q
298,screamin' jay hawkins,i put a spell on you,3sLhMSePzxSrmxluIqeoAZ,0.733,0.399,10.0,-12.086,0.0,0.094,0.59,0.0254,0.0766,0.9,173.781,audio_features,spotify:track:3sLhMSePzxSrmxluIqeoAZ,https://api.spotify.com/v1/tracks/3sLhMSePzxSrmxluIqeoAZ,https://api.spotify.com/v1/audio-analysis/3sLhMSePzxSrmxluIqeoAZ,144867.0,3.0,not_hot,https://open.spotify.com/track/3sLhMSePzxSrmxluIqeoAZ
299,the beatles,revolution,3UDmHZcBTQp8Iu8droNtUl,0.407,0.834,6.0,-9.224,1.0,0.208,0.0734,0.00021,0.241,0.71,121.38,audio_features,spotify:track:3UDmHZcBTQp8Iu8droNtUl,https://api.spotify.com/v1/tracks/3UDmHZcBTQp8Iu8droNtUl,https://api.spotify.com/v1/audio-analysis/3UDmHZcBTQp8Iu8droNtUl,205293.0,4.0,not_hot,https://open.spotify.com/track/3UDmHZcBTQp8Iu8droNtUl
300,u2,with or without you,6ADSaE87h8Y3lccZlBJdXH,0.54,0.429,2.0,-11.822,1.0,0.0285,0.000202,0.355,0.141,0.113,110.171,audio_features,spotify:track:6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/tracks/6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/audio-analysis/6ADSaE87h8Y3lccZlBJdXH,295516.0,4.0,not_hot,https://open.spotify.com/track/6ADSaE87h8Y3lccZlBJdXH
301,stevie wonder,living for the city,1O1mCVN5hue4lOOqd5EysZ,0.708,0.538,11.0,-10.28,1.0,0.0686,0.256,0.0,0.193,0.651,98.233,audio_features,spotify:track:1O1mCVN5hue4lOOqd5EysZ,https://api.spotify.com/v1/tracks/1O1mCVN5hue4lOOqd5EysZ,https://api.spotify.com/v1/audio-analysis/1O1mCVN5hue4lOOqd5EysZ,219307.0,4.0,not_hot,https://open.spotify.com/track/1O1mCVN5hue4lOOqd5EysZ
302,smokey robinson and the miracles,the tears of a clown,4Dq749x2QP6OXTURJ9GGY8,0.593,0.607,1.0,-9.886,1.0,0.0283,0.147,0.0,0.128,0.953,128.365,audio_features,spotify:track:4Dq749x2QP6OXTURJ9GGY8,https://api.spotify.com/v1/tracks/4Dq749x2QP6OXTURJ9GGY8,https://api.spotify.com/v1/audio-analysis/4Dq749x2QP6OXTURJ9GGY8,181800.0,4.0,not_hot,https://open.spotify.com/track/4Dq749x2QP6OXTURJ9GGY8
303,boston,more than a feeling,1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,7.0,-8.039,1.0,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133.0,4.0,not_hot,https://open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF
304,creedence clearwater revival,bad moon rising,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2.0,-5.973,1.0,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,audio_features,spotify:track:20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/tracks/20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/audio-analysis/20OFwXhEXf12DzwXmaV7fj,141600.0,4.0,not_hot,https://open.spotify.com/track/20OFwXhEXf12DzwXmaV7fj
305,bo diddley,who do you love,3v30QiQtdQQAUIWwfKByN7,0.64,0.729,1.0,-13.494,1.0,0.0453,0.862,0.0,0.111,0.683,113.19,audio_features,spotify:track:3v30QiQtdQQAUIWwfKByN7,https://api.spotify.com/v1/tracks/3v30QiQtdQQAUIWwfKByN7,https://api.spotify.com/v1/audio-analysis/3v30QiQtdQQAUIWwfKByN7,147373.0,4.0,not_hot,https://open.spotify.com/track/3v30QiQtdQQAUIWwfKByN7
306,pearl jam,jeremy,62nQ8UZVqR2RMvkJHkcO2o,0.285,0.846,2.0,-6.472,1.0,0.0438,0.0404,0.0,0.182,0.287,108.808,audio_features,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,https://api.spotify.com/v1/tracks/62nQ8UZVqR2RMvkJHkcO2o,https://api.spotify.com/v1/audio-analysis/62nQ8UZVqR2RMvkJHkcO2o,318227.0,4.0,not_hot,https://open.spotify.com/track/62nQ8UZVqR2RMvkJHkcO2o
307,outkast,b. o. b. (bombs over baghdad),3WibbMr6canxRJXhNtAvLU,0.746,0.978,9.0,-5.324,1.0,0.0978,0.0555,4.11e-05,0.026,0.653,153.809,audio_features,spotify:track:3WibbMr6canxRJXhNtAvLU,https://api.spotify.com/v1/tracks/3WibbMr6canxRJXhNtAvLU,https://api.spotify.com/v1/audio-analysis/3WibbMr6canxRJXhNtAvLU,304227.0,4.0,not_hot,https://open.spotify.com/track/3WibbMr6canxRJXhNtAvLU
308,television,marquee moon,7Me0vOSlJfaPY7Pc4GeItd,0.49,0.536,7.0,-10.83,1.0,0.0382,0.0391,0.371,0.116,0.732,118.008,audio_features,spotify:track:7Me0vOSlJfaPY7Pc4GeItd,https://api.spotify.com/v1/tracks/7Me0vOSlJfaPY7Pc4GeItd,https://api.spotify.com/v1/audio-analysis/7Me0vOSlJfaPY7Pc4GeItd,638427.0,4.0,not_hot,https://open.spotify.com/track/7Me0vOSlJfaPY7Pc4GeItd
309,dion,runaround sue,1DndHckdH9m5rp6gYP086b,0.364,0.607,2.0,-9.791,1.0,0.125,0.451,0.0,0.251,0.598,79.987,audio_features,spotify:track:1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/tracks/1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/audio-analysis/1DndHckdH9m5rp6gYP086b,171600.0,4.0,not_hot,https://open.spotify.com/track/1DndHckdH9m5rp6gYP086b
310,ray charles,georgia on my mind,6yMGxqKj0218mFR5KqsMRq,0.19,0.323,7.0,-12.405,1.0,0.0303,0.626,2.17e-06,0.176,0.281,94.34,audio_features,spotify:track:6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/tracks/6yMGxqKj0218mFR5KqsMRq,https://api.spotify.com/v1/audio-analysis/6yMGxqKj0218mFR5KqsMRq,219560.0,4.0,not_hot,https://open.spotify.com/track/6yMGxqKj0218mFR5KqsMRq
311,lauryn hill,doo wop (that thing),0uEp9E98JB5awlA084uaIg,0.535,0.505,2.0,-8.926,0.0,0.245,0.0393,0.0,0.0923,0.495,99.935,audio_features,spotify:track:0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/tracks/0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/audio-analysis/0uEp9E98JB5awlA084uaIg,320267.0,4.0,not_hot,https://open.spotify.com/track/0uEp9E98JB5awlA084uaIg
312,james brown and the famous flames,please please please,5s6DOElzncE6h3kr2UjaUM,0.695,0.195,5.0,-13.315,1.0,0.0341,0.742,0.0,0.0798,0.71,109.202,audio_features,spotify:track:5s6DOElzncE6h3kr2UjaUM,https://api.spotify.com/v1/tracks/5s6DOElzncE6h3kr2UjaUM,https://api.spotify.com/v1/audio-analysis/5s6DOElzncE6h3kr2UjaUM,166960.0,4.0,not_hot,https://open.spotify.com/track/5s6DOElzncE6h3kr2UjaUM
313,aerosmith,walk this way,4JfuiOWlWCkjP6OKurHjSn,0.653,0.73,5.0,-10.613,1.0,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,audio_features,spotify:track:4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/tracks/4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/audio-analysis/4JfuiOWlWCkjP6OKurHjSn,220311.0,4.0,not_hot,https://open.spotify.com/track/4JfuiOWlWCkjP6OKurHjSn
314,michael jackson,don't stop till you get enough,1T6lR1zTxvh4xzEn1M48Gc,0.642,0.794,4.0,-15.248,1.0,0.0404,0.123,0.79,0.583,0.807,119.98,audio_features,spotify:track:1T6lR1zTxvh4xzEn1M48Gc,https://api.spotify.com/v1/tracks/1T6lR1zTxvh4xzEn1M48Gc,https://api.spotify.com/v1/audio-analysis/1T6lR1zTxvh4xzEn1M48Gc,274964.0,4.0,not_hot,https://open.spotify.com/track/1T6lR1zTxvh4xzEn1M48Gc
315,n.w.a.,f*** tha police,5n8Aro6j1bEGIy7Tpo7FV7,0.859,0.75,8.0,-8.325,0.0,0.303,0.0193,0.0,0.0538,0.857,98.691,audio_features,spotify:track:5n8Aro6j1bEGIy7Tpo7FV7,https://api.spotify.com/v1/tracks/5n8Aro6j1bEGIy7Tpo7FV7,https://api.spotify.com/v1/audio-analysis/5n8Aro6j1bEGIy7Tpo7FV7,345717.0,4.0,not_hot,https://open.spotify.com/track/5n8Aro6j1bEGIy7Tpo7FV7
316,john lee hooker,boogie chillen,7mNFrf8IfgaWMFCz64CtK4,0.679,0.367,4.0,-6.946,1.0,0.0534,0.857,0.0181,0.103,0.406,148.959,audio_features,spotify:track:7mNFrf8IfgaWMFCz64CtK4,https://api.spotify.com/v1/tracks/7mNFrf8IfgaWMFCz64CtK4,https://api.spotify.com/v1/audio-analysis/7mNFrf8IfgaWMFCz64CtK4,189640.0,4.0,not_hot,https://open.spotify.com/track/7mNFrf8IfgaWMFCz64CtK4
317,the platters,the great pretender,2FkCjtQ1lYsf71s2FAS8hE,0.425,0.401,7.0,-9.427,1.0,0.0315,0.943,3.44e-06,0.072,0.531,115.71,audio_features,spotify:track:2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/tracks/2FkCjtQ1lYsf71s2FAS8hE,https://api.spotify.com/v1/audio-analysis/2FkCjtQ1lYsf71s2FAS8hE,160667.0,3.0,not_hot,https://open.spotify.com/track/2FkCjtQ1lYsf71s2FAS8hE
318,the police,roxanne,3EYOJ48Et32uATr9ZmLnAo,0.618,0.748,0.0,-8.905,1.0,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,audio_features,spotify:track:3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/tracks/3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/audio-analysis/3EYOJ48Et32uATr9ZmLnAo,191947.0,4.0,not_hot,https://open.spotify.com/track/3EYOJ48Et32uATr9ZmLnAo
319,dinosaur jr.,freak scene,7FIhuHZUdUxWX2hDMGdIbF,0.241,0.94,9.0,-3.519,1.0,0.0706,0.00749,0.00266,0.327,0.199,154.133,audio_features,spotify:track:7FIhuHZUdUxWX2hDMGdIbF,https://api.spotify.com/v1/tracks/7FIhuHZUdUxWX2hDMGdIbF,https://api.spotify.com/v1/audio-analysis/7FIhuHZUdUxWX2hDMGdIbF,216960.0,4.0,not_hot,https://open.spotify.com/track/7FIhuHZUdUxWX2hDMGdIbF
320,t.i.,what you know,0CAJdthKDdRjB2h8YOguN6,0.551,0.81,11.0,-4.365,1.0,0.0344,0.0155,0.0,0.169,0.332,73.464,audio_features,spotify:track:0CAJdthKDdRjB2h8YOguN6,https://api.spotify.com/v1/tracks/0CAJdthKDdRjB2h8YOguN6,https://api.spotify.com/v1/audio-analysis/0CAJdthKDdRjB2h8YOguN6,274333.0,4.0,not_hot,https://open.spotify.com/track/0CAJdthKDdRjB2h8YOguN6
321,kelly clarkson,since u been gone,3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0.0,-5.406,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,audio_features,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/tracks/3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/audio-analysis/3xrn9i8zhNZsTtcoWgQEAd,188960.0,4.0,not_hot,https://open.spotify.com/track/3xrn9i8zhNZsTtcoWgQEAd
322,carole king,it's too late,2GUEXn64HZhMo6sdzjLPdg,0.477,0.833,9.0,-5.008,0.0,0.0321,0.567,0.000922,0.965,0.429,96.492,audio_features,spotify:track:2GUEXn64HZhMo6sdzjLPdg,https://api.spotify.com/v1/tracks/2GUEXn64HZhMo6sdzjLPdg,https://api.spotify.com/v1/audio-analysis/2GUEXn64HZhMo6sdzjLPdg,299040.0,4.0,not_hot,https://open.spotify.com/track/2GUEXn64HZhMo6sdzjLPdg
323,chic,le freak,7Kszjzps0xbQXyo1pO4KfE,0.91,0.641,7.0,-11.316,1.0,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,audio_features,spotify:track:7Kszjzps0xbQXyo1pO4KfE,https://api.spotify.com/v1/tracks/7Kszjzps0xbQXyo1pO4KfE,https://api.spotify.com/v1/audio-analysis/7Kszjzps0xbQXyo1pO4KfE,331360.0,4.0,not_hot,https://open.spotify.com/track/7Kszjzps0xbQXyo1pO4KfE
324,sam and dave,soul man,4eGHlplaq1ME8oetnTuFFf,0.79,0.41,0.0,-13.241,1.0,0.0343,0.263,0.00314,0.174,0.815,112.345,audio_features,spotify:track:4eGHlplaq1ME8oetnTuFFf,https://api.spotify.com/v1/tracks/4eGHlplaq1ME8oetnTuFFf,https://api.spotify.com/v1/audio-analysis/4eGHlplaq1ME8oetnTuFFf,159000.0,4.0,not_hot,https://open.spotify.com/track/4eGHlplaq1ME8oetnTuFFf
325,radiohead,fake plastic trees,73CKjW3vsUXRpy3NnX4H7F,0.463,0.229,2.0,-12.592,1.0,0.0297,0.167,0.0997,0.202,0.135,73.543,audio_features,spotify:track:73CKjW3vsUXRpy3NnX4H7F,https://api.spotify.com/v1/tracks/73CKjW3vsUXRpy3NnX4H7F,https://api.spotify.com/v1/audio-analysis/73CKjW3vsUXRpy3NnX4H7F,290707.0,4.0,not_hot,https://open.spotify.com/track/73CKjW3vsUXRpy3NnX4H7F
326,the temptations,just my imagination (running away with me),39Bd345OWEhRNyfayhp9gv,0.425,0.242,0.0,-15.424,1.0,0.0267,0.88,0.0118,0.195,0.477,92.472,audio_features,spotify:track:39Bd345OWEhRNyfayhp9gv,https://api.spotify.com/v1/tracks/39Bd345OWEhRNyfayhp9gv,https://api.spotify.com/v1/audio-analysis/39Bd345OWEhRNyfayhp9gv,228160.0,4.0,not_hot,https://open.spotify.com/track/39Bd345OWEhRNyfayhp9gv
327,radiohead,paranoid android,6LgJvl0Xdtc73RJ1mmpotq,0.251,0.848,5.0,-6.501,1.0,0.0579,0.0377,0.00591,0.0545,0.207,163.709,audio_features,spotify:track:6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/tracks/6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/audio-analysis/6LgJvl0Xdtc73RJ1mmpotq,387213.0,4.0,not_hot,https://open.spotify.com/track/6LgJvl0Xdtc73RJ1mmpotq
328,coldplay,yellow,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11.0,-7.227,1.0,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773.0,4.0,not_hot,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
329,r.e.m.,it's the end of the world as we know it (and i feel fine),7oYpzJ79R3RAJOfBvUKVjb,0.199,0.921,7.0,-8.741,1.0,0.0716,0.0713,1.32e-06,0.21,0.26,108.695,audio_features,spotify:track:7oYpzJ79R3RAJOfBvUKVjb,https://api.spotify.com/v1/tracks/7oYpzJ79R3RAJOfBvUKVjb,https://api.spotify.com/v1/audio-analysis/7oYpzJ79R3RAJOfBvUKVjb,418387.0,4.0,not_hot,https://open.spotify.com/track/7oYpzJ79R3RAJOfBvUKVjb
330,thelonious monk,round midnight,1wl5b2lw3YagQtZiYZbQWP,0.542,0.32,8.0,-9.975,1.0,0.0387,0.907,0.649,0.0609,0.206,116.648,audio_features,spotify:track:1wl5b2lw3YagQtZiYZbQWP,https://api.spotify.com/v1/tracks/1wl5b2lw3YagQtZiYZbQWP,https://api.spotify.com/v1/audio-analysis/1wl5b2lw3YagQtZiYZbQWP,193840.0,4.0,not_hot,https://open.spotify.com/track/1wl5b2lw3YagQtZiYZbQWP
331,louis armstrong,west end blues,1yvkKwvTiQmq0Saw1quM9l,0.588,0.207,3.0,-12.622,1.0,0.0553,0.971,0.66,0.0823,0.365,83.716,audio_features,spotify:track:1yvkKwvTiQmq0Saw1quM9l,https://api.spotify.com/v1/tracks/1yvkKwvTiQmq0Saw1quM9l,https://api.spotify.com/v1/audio-analysis/1yvkKwvTiQmq0Saw1quM9l,198733.0,4.0,not_hot,https://open.spotify.com/track/1yvkKwvTiQmq0Saw1quM9l
