,UMAP_1,UMAP_2,cluster
853,2.7039475,-6.5524597,3
854,-1.9578049,5.8109527,2
855,-3.0849178,3.58563,2
856,-0.7538898,4.200127,2
857,-3.724881,4.776834,2
858,1.5302894,-5.9400854,3
859,-0.9560757,6.235222,2
860,-3.1704786,4.580893,2
861,-0.6120652,-0.44194353,6
862,-0.31942666,5.551701,2
863,-4.042803,6.6391025,2
864,-2.3439186,5.375365,2
865,-4.514523,5.270289,2
866,0.9359943,-4.5558915,3
867,0.9889715,4.1851864,2
868,1.5998443,-5.546527,3
869,-3.2382972,4.3175616,2
870,-0.58838403,-0.45603114,6
871,0.9177538,-5.2849693,3
872,-0.9426763,2.872634,2
873,-0.94734234,-0.054053485,6
874,10.6540575,9.45759,0
875,-2.0437565,7.856579,2
876,-0.5890466,0.421211,6
877,2.232313,-6.049124,3
878,-5.4137754,4.7590575,2
879,-0.22328743,5.8272023,2
880,2.1755831,-4.704668,3
881,12.469077,8.163713,1
882,2.6343732,-6.915071,3
883,-4.345422,2.7203567,2
884,-5.1190143,4.818993,2
885,0.13917409,4.4838896,2
886,-0.1270002,5.928855,2
887,-0.2542111,0.6411973,6
888,-3.1302671,3.4898849,2
889,-4.443134,2.484163,2
890,-3.1093087,7.3533697,2
891,0.020293081,-5.4279633,4
892,2.48323,-6.8104787,3
893,-1.5937681,6.768662,2
894,1.6152838,-4.3929234,3
895,-0.22354868,1.0833551,6
896,12.078537,8.367163,1
897,-3.4760485,6.027432,2
898,-2.2124653,5.1736393,2
899,0.84597737,2.02365,5
900,1.7359571,-5.2704396,3
901,1.5792795,-3.0127225,3
902,12.242545,8.216816,1
903,-1.0868198,5.4386134,2
904,-0.05664969,0.2670662,6
905,-0.52528834,0.6105542,6
906,0.03891786,5.387797,2
907,-3.09175,7.7716165,2
908,-3.0819082,5.2084985,2
909,-4.0761776,4.9774046,2
910,-0.7367091,6.8462014,2
911,1.9591229,-6.640417,3
912,-5.255071,5.626617,2
913,2.8011928,-6.9282603,3
914,-1.7103417,5.543105,2
915,-1.3586787,7.5854034,2
916,1.1516967,-5.6736245,3
917,12.173946,7.8327885,1
918,0.88706887,-5.401877,3
919,-0.3301249,4.188518,2
920,12.46014,8.218929,1
921,1.4776268,-3.011703,3
922,-4.735811,7.003127,2
923,-0.39186153,-5.112474,4
924,-3.153002,4.312736,2
925,-5.0766387,6.6666017,2
926,-0.7629655,6.9069715,2
927,0.6670799,4.0568004,2
928,-0.5115041,4.3518534,2
929,0.9013075,-5.4483924,3
930,1.8723625,-4.3132596,3
931,0.9845115,-4.592388,3
932,-1.7402556,4.945236,2
933,-4.674303,7.234656,2
934,0.4598824,5.7324038,2
935,-4.263632,4.8562517,2
936,-0.52891964,6.3237867,2
937,-0.03923243,4.49301,2
938,1.658284,-4.242861,3
939,-3.8672047,2.026199,2
940,-4.318639,6.0674095,2
941,-3.571604,5.2851477,2
942,2.3323035,-6.3685694,3
943,-5.06187,6.633843,2
944,-3.4112551,4.209785,2
945,-0.8359717,5.0015078,2
946,1.1749904,4.2309766,2
947,1.6582098,-5.6117387,3
948,-0.9500022,4.07487,2
949,12.112094,8.118355,1
950,-1.3144629,6.5933394,2
951,0.85048705,4.4010153,2
952,1.6127951,-5.6612864,3
953,0.7259954,-4.6478076,3
954,0.97954065,1.633089,5
955,-2.5064404,4.455895,2
956,-4.9552298,7.0230646,2
957,-2.6204875,3.5448244,2
958,-3.7154868,6.1966667,2
959,-0.7579349,5.86467,2
960,-4.0698886,1.8856227,2
961,-2.30125,4.920617,2
962,-5.0641074,3.8761735,2
963,-2.503148,5.94132,2
964,-4.375089,2.7682679,2
965,-4.5398054,5.1231675,2
966,-2.6973965,3.6993833,2
967,-3.706279,4.968186,2
968,0.19815314,4.596928,2
969,-0.39121762,0.07764564,6
970,-2.4802828,4.5350714,2
971,1.3384467,-6.816566,3
972,-0.29089838,5.966301,2
973,-4.5076404,2.9613402,2
974,-2.6992538,3.6823711,2
975,-4.447412,7.2864327,2
976,-4.994689,4.7576942,2
977,12.090966,7.5499873,1
978,1.3887154,-2.8614058,3
979,-0.7713888,0.2532361,6
980,-4.801996,4.6315713,2
981,-0.43669578,-0.2357278,6
982,2.7805915,-6.830512,3
983,0.28144807,5.7363586,2
984,0.8232057,1.6029502,5
985,0.99278325,4.61688,2
986,0.6999573,-6.1104302,3
987,-4.5650535,3.2320294,2
988,12.13373,7.5158086,1
989,1.4365175,-6.6732855,3
990,-4.309774,2.7255497,2
991,1.251451,-5.8867145,3
992,-1.345247,6.9253697,2
993,-0.6246998,-4.849334,4
994,-2.194569,4.4552584,2
995,-1.3556471,6.3586264,2
996,0.76197547,4.441471,2
997,-3.4144566,2.918151,2
998,-2.5268638,7.5862823,2
999,-0.5059355,4.4623437,2
1000,12.623402,8.43116,1
1001,-0.53151745,5.72374,2
1002,-4.9796715,6.268248,2
1003,0.27052364,5.404686,2
1004,0.949427,-5.9174404,3
1005,2.8457391,-7.0564685,3
1006,-4.065825,1.8585633,2
1007,-3.4337082,5.4532404,2
1008,-0.8541435,5.63333,2
1009,1.228488,-3.056297,3
1010,-3.0783253,5.323296,2
1011,0.93481827,4.571242,2
1012,-2.6015599,5.978749,2
1013,2.5253766,-7.1231275,3
1014,0.79152197,1.556055,5
1015,0.78583246,1.6500167,5
1016,11.884745,8.238564,1
1017,-5.3660073,5.535858,2
1018,-0.22200209,0.6376856,6
1019,-0.6923342,-4.877334,4
1020,0.9978426,-5.191935,3
1021,-5.511954,5.243503,2
1022,-1.4745696,5.6159706,2
1023,-3.0652947,3.3146005,2
1024,0.35655758,4.104004,2
1025,1.3938307,-3.2532642,3
1026,-0.25057814,4.316209,2
1027,-1.7607535,5.391309,2
1028,0.75619555,4.0274687,2
1029,2.7630308,-6.997746,3
1030,-1.0163167,6.9180565,2
1031,-3.5490716,3.8109088,2
1032,-2.1500263,4.4047546,2
1033,-0.86856186,0.5848153,6
1034,-5.133343,4.1124578,2
1035,2.272806,-5.359759,3
1036,-0.27845427,-5.639379,4
1037,-0.6959347,0.34074104,6
1038,-0.59698087,5.1235833,2
1039,-4.903538,7.039992,2
1040,-1.9583492,7.823563,2
1041,-0.58124477,0.6288002,6
1042,-0.7107239,-0.09478789,6
1043,2.13611,-6.8305397,3
1044,-1.3703156,5.477807,2
1045,1.8974111,-6.554539,3
1046,-2.401101,3.272155,2
1047,-2.8812735,5.517136,2
1048,-4.250542,5.0331416,2
1049,-3.8223114,1.7523489,2
1050,-4.8342714,4.0714803,2
1051,-0.061667144,4.220637,2
1052,-1.9772848,3.2283247,2
1053,1.7078886,-5.6015687,3
1054,1.185809,4.236421,2
1055,0.66285664,5.308053,2
1056,1.0870792,-4.8211513,3
1057,-1.2798461,5.9240513,2
1058,0.91811484,1.7523489,5
1059,-0.24674545,0.14340138,6
1060,-4.3919206,6.9308987,2
1061,-0.51299566,3.8997285,2
1062,-1.3342205,5.2063723,2
1063,2.7014313,-7.009586,3
1064,0.69284433,4.4347897,2
1065,-3.6526937,2.8533232,2
1066,-3.115402,6.0571804,2
1067,-1.5803354,6.8242054,2
1068,1.7575405,-5.5270615,3
1069,-3.541885,5.585225,2
1070,-2.4631228,8.063552,2
1071,-2.5624897,7.490563,2
1072,2.6465075,-6.1042714,3
1073,-0.7934544,6.559563,2
1074,-4.6103787,4.2010193,2
1075,2.4917338,-5.0336123,3
1076,-1.1247122,4.9441113,2
1077,-4.4339614,4.0241046,2
1078,-4.514617,2.9624207,2
1079,-5.038633,5.4983582,2
1080,-0.27384695,0.59842855,6
1081,-3.4375687,6.816256,2
1082,-0.7443338,4.7890744,2
1083,-2.470982,4.9058824,2
1084,-1.2261107,3.9627755,2
1085,-0.92616695,0.5038653,6
1086,-3.726279,5.3640685,2
1087,0.72611415,-4.1390324,3
1088,-5.059667,4.7411156,2
1089,-4.636071,5.259929,2
1090,-0.5288162,0.045282632,6
1091,-4.8721,7.012483,2
1092,-0.48440424,0.9376159,6
1093,1.0797153,-6.378313,3
1094,-4.8035784,4.291748,2
1095,-3.639381,1.6095704,2
1096,-0.7179291,0.8288414,6
1097,-3.1425438,6.3072147,2
1098,-4.33117,6.68076,2
1099,-4.491795,2.8392732,2
1100,-4.1809044,7.1951795,2
1101,-0.847327,0.8673582,6
1102,2.3054655,-4.3480473,3
1103,11.972009,8.327387,1
1104,-4.6294746,4.371202,2
1105,-4.631483,3.964921,2
1106,0.782342,-5.405555,3
1107,-3.2471094,5.6058917,2
1108,0.88430345,1.7537472,5
1109,-0.3068131,0.0945708,6
1110,12.336547,7.9847083,1
1111,-0.55787385,3.78302,2
1112,12.059387,7.5818458,1
1113,-2.307714,8.0490265,2
1114,1.5978262,-6.119969,3
1115,2.5243914,-6.384249,3
1116,-1.4539448,5.658851,2
1117,-4.1760373,2.3943877,2
1118,-0.034595754,0.6076916,6
1119,-0.7866517,0.46543205,6
1120,-2.8928723,7.6589656,2
1121,-4.4201202,2.713265,2
1122,-5.1131434,6.1296277,2
1123,12.164885,8.482906,1
1124,1.341536,-3.2731419,3
1125,-0.20542651,0.26893094,6
1126,2.4603634,-6.458207,3
1127,-1.6322392,5.5770583,2
1128,-0.743577,4.449349,2
1129,-4.5361834,4.9913497,2
1130,0.92129385,1.8806093,5
1131,-0.7493377,6.916763,2
1132,1.2647841,-3.0502632,3
1133,12.610354,8.395463,1
1134,0.81146324,4.472946,2
1135,-0.3081192,5.967574,2
1136,-0.8745563,6.491705,2
1137,-2.8014357,4.6680317,2
1138,0.2785064,4.661466,2
1139,1.1057557,-5.3777623,3
1140,-4.236487,5.1759686,2
1141,2.2910454,-5.9512076,3
1142,1.3925145,-5.6385856,3
1143,-5.1441755,4.1315403,2
1144,-1.0866351,0.0977332,6
1145,-2.0158083,6.217421,2
1146,0.70167935,1.975102,5
1147,-4.177783,5.3031583,2
1148,-3.7485662,5.6640863,2
1149,-2.528823,7.8216634,2
1150,-4.2841725,2.9353466,2
1151,-1.7805164,6.4505506,2
1152,-0.91857296,2.8451781,2
1153,1.1950307,4.6935844,2
1154,-2.9132345,5.7773485,2
1155,-0.64025456,0.20675059,6
1156,2.2974672,-6.2965674,3
1157,-4.333771,6.8665295,2
1158,-4.4934645,6.9586544,2
1159,-3.674245,4.583196,2
1160,10.673016,9.430427,0
1161,-0.55770004,4.6318116,2
1162,-3.3755138,4.5909495,2
1163,-1.9335593,4.938325,2
1164,-0.609925,0.5459121,6
1165,-3.6620853,1.4006448,2
1166,-3.7191014,1.8784398,2
1167,-0.54710793,0.50478846,6
1168,12.0485935,8.443662,1
1169,-4.2236395,2.6306088,2
1170,-0.52814656,-4.9324546,4
1171,-3.501537,6.971548,2
1172,-4.9565935,7.0184684,2
1173,-3.1292639,7.5225453,2
1174,-2.5247388,5.1473255,2
1175,1.0310782,4.099525,2
1176,-3.5901146,2.8698802,2
1177,0.21413973,4.357017,2
1178,-5.2736325,6.0267477,2
1179,-4.2067733,6.7427354,2
1180,1.388485,-2.9185705,3
1181,1.9830441,-4.2550097,3
1182,-0.53684175,5.6449704,2
1183,11.968883,8.3213415,1
1184,-2.7972786,3.922393,2
1185,-4.5379944,7.296637,2
1186,-0.8298708,-0.06132797,6
1187,2.2090235,-5.4723706,3
1188,-1.8746144,6.0100193,2
1189,-5.341464,5.5507364,2
1190,-0.82334656,6.376209,2
1191,-4.447227,2.5276313,2
1192,-3.282764,3.2331576,2
1193,0.57991815,4.6776557,2
1194,-4.319012,5.8756757,2
1195,-2.456875,4.1622257,2
1196,-1.2355349,7.6138334,2
1197,-4.305484,2.7697423,2
1198,0.14369906,5.32978,2
1199,-0.880012,4.157178,2
1200,-3.2846372,2.9239347,2
1201,2.46466,-6.003954,3
1202,-4.4971466,7.35253,2
1203,1.5886652,-5.6158304,3
1204,-4.5477424,5.430584,2
1205,-5.359784,4.9217086,2
1206,-3.7204173,1.4541534,2
1207,-3.5162966,3.3026578,2
1208,1.0594714,1.8977399,5
1209,-2.7010813,7.411148,2
1210,-2.5313993,5.884169,2
1211,1.0733725,-3.6380622,3
1212,0.52924883,-5.309056,3
1213,0.40171105,4.745418,2
1214,-2.3214257,4.868512,2
1215,-2.155373,4.411719,2
1216,-3.7716103,5.623948,2
1217,-2.8486574,7.8325143,2
1218,1.330617,-5.613533,3
1219,-1.242313,4.366229,2
1220,-0.4728808,6.3990474,2
1221,0.66966087,4.213915,2
1222,0.9369441,1.8147126,5
1223,-3.0439072,3.4065318,2
1224,-0.8433698,6.5617743,2
1225,2.0394306,-5.126794,3
1226,1.4010544,-5.4090104,3
1227,-2.1180892,5.066506,2
1228,-0.75884944,-0.30556932,6
1229,-0.24853978,0.21200101,6
1230,-1.339116,3.9135497,2
1231,2.3072667,-6.3640037,3
1232,-3.3030498,6.0842266,2
1233,-2.7923076,5.07487,2
1234,-0.26071882,4.360203,2
1235,-1.4539098,5.7574725,2
1236,-0.55069536,6.3801327,2
1237,-3.2147884,4.632603,2
1238,-4.180904,3.6922774,2
1239,12.2701435,7.818087,1
1240,-4.4061418,4.6084347,2
1241,2.7800486,-7.0529885,3
1242,-2.641274,5.989944,2
1243,-5.082287,6.624077,2
1244,2.0435364,-4.2943187,3
1245,-0.3844765,0.074058846,6
1246,1.5398399,-3.0745656,3
1247,1.1788911,-3.2616754,3
1248,0.28819436,4.621929,2
1249,11.914572,8.219531,1
1250,-0.3938515,4.24296,2
1251,-2.8679278,7.4455466,2
1252,12.345426,8.421387,1
1253,-4.6303315,3.4498992,2
1254,2.064244,-6.061544,3
1255,1.8961828,-5.083314,3
1256,-3.7342267,6.794477,2
1257,2.6419392,-6.051582,3
1258,0.8360504,-3.8957136,3
1259,-3.3555717,5.476464,2
1260,-3.7232049,5.2874784,2
1261,-0.082141176,5.671198,2
1262,2.0753927,-5.2360826,3
1263,0.8947939,1.5123914,5
1264,-3.9127133,6.350508,2
1265,-2.2908373,3.203832,2
1266,-5.1127954,3.9345036,2
1267,1.6734475,-6.9614244,3
1268,-3.8469656,3.705967,2
1269,12.597844,7.8584323,1
1270,1.6289617,-5.8830914,3
1271,-0.29394382,4.2428975,2
1272,-0.4278613,0.046263725,6
1273,-0.93627053,4.954358,2
1274,-0.48820344,-5.4102273,4
1275,-2.0455127,5.1978645,2
1276,-0.5572057,-0.28225148,6
1277,1.6249975,-5.1831656,3
1278,-1.8079515,4.2337976,2
1279,-0.72768974,6.668183,2
1280,1.3078437,-4.5380073,3
1281,1.1389396,-4.7309284,3
1282,1.22613,4.6262016,2
1283,-2.51894,7.9225135,2
1284,-0.17585696,5.8847046,2
1285,-2.3404188,6.738433,2
1286,12.5555525,8.045844,1
1287,-2.1576848,3.1611288,2
1288,1.4156747,-6.1429276,3
1289,1.0229555,-5.970861,3
1290,0.33868933,4.567291,2
1291,-5.0066724,6.7134027,2
1292,-1.2645894,0.19297735,6
1293,-1.2650799,4.2124834,2
1294,-1.4976434,5.844829,2
1295,2.084294,-5.246857,3
1296,1.1340293,-5.0443554,3
1297,-0.6881818,0.7330256,6
1298,-4.1376753,7.0142035,2
1299,-2.360036,4.5027924,2
1300,-3.4003532,6.175491,2
1301,-0.7868013,4.2750587,2
1302,-1.902151,7.4878707,2
1303,-2.8026547,7.916119,2
1304,0.981583,4.4151893,2
1305,2.620943,-6.1491957,3
1306,-3.7573502,1.5531801,2
1307,0.7628278,-5.1212983,3
1308,1.1996429,4.724896,2
1309,1.037774,4.360982,2
1310,11.960862,7.659415,1
1311,1.7106758,-6.145163,3
1312,1.0777708,4.729422,2
1313,-1.3635225,5.239287,2
1314,2.225473,-6.167736,3
1315,-3.754353,6.9068103,2
1316,-4.1283917,5.337465,2
1317,-2.7575946,7.8898883,2
1318,-4.2094965,5.479855,2
1319,-3.4825056,5.785145,2
1320,2.5892262,-6.2629294,3
1321,-1.7090914,6.5810437,2
1322,12.658189,7.972711,1
1323,-3.4679673,6.576038,2
1324,-1.5236961,7.63136,2
1325,1.1008916,-4.508796,3
1326,1.2098107,-4.5794654,3
1327,-4.3691993,2.2913358,2
1328,0.40384707,4.162502,2
1329,-5.1006474,4.7895594,2
1330,0.78363454,1.837518,5
1331,-2.000786,5.0100403,2
1332,-1.9240392,4.983748,2
1333,-0.77144504,0.5755628,6
1334,2.0300112,-6.3500986,3
1335,-4.627144,4.243026,2
1336,-0.29567894,-4.7641807,4
1337,-3.8406746,6.151852,2
1338,10.652756,9.455371,0
1339,-3.8609898,2.113654,2
1340,1.5012846,-5.4496803,3
1341,-0.513567,4.383369,2
1342,1.2050788,-4.3791842,3
1343,2.2118256,-6.6027093,3
1344,2.192998,-4.6418858,3
1345,-0.30302608,5.5375905,2
1346,-4.2604427,5.071838,2
1347,2.0306478,-4.4551644,3
1348,-0.5340956,5.817832,2
1349,-3.038882,3.4507508,2
1350,-3.084854,5.1248055,2
1351,0.96476436,1.7914476,5
1352,-2.754273,5.8538265,2
1353,-0.2997731,-5.5551724,4
1354,-4.870254,6.8241644,2
1355,-0.50930065,-5.295713,4
1356,-1.4667515,4.9532185,2
1357,-0.90987724,0.104702294,6
1358,1.2299534,-5.8724756,3
1359,2.074705,-6.399838,3
1360,1.8807917,-6.289868,3
1361,0.67898273,-4.0591974,3
1362,-4.204742,6.8524055,2
1363,-5.0661035,4.4137306,2
1364,0.71350497,-4.805328,3
1365,-3.5420647,2.7468286,2
1366,-4.0608807,5.539694,2
1367,0.39346546,5.7768073,2
1368,0.950074,4.1353035,2
1369,-0.5409671,5.6484447,2
1370,0.53179413,5.7176595,2
1371,1.0894876,-5.7803717,3
1372,-2.6643264,5.645249,2
1373,1.2003278,-6.397644,3
1374,1.1141179,-6.193537,3
1375,12.599254,8.334481,1
1376,12.111285,8.491209,1
1377,-1.8366743,5.974792,2
1378,-0.63675666,5.8522706,2
1379,-4.0088725,6.640111,2
1380,1.6806493,-5.6254015,3
1381,-0.9154018,5.175519,2
1382,-0.68556046,5.414604,2
1383,12.651846,7.614206,1
1384,-3.569298,2.872942,2
1385,0.4878538,1.9521484,5
1386,-0.8767697,1.0231112,6
1387,-2.0010138,3.1159375,2
1388,-1.9907473,3.1097622,2
1389,0.6651745,-5.425994,3
1390,0.3413402,-5.1709843,3
1391,0.78864676,4.186308,2
1392,-1.0156194,5.8336167,2
1393,-2.3097756,6.283969,2
1394,-0.13956755,4.3807693,2
1395,-3.1102333,3.9292078,2
1396,-5.2940536,5.178738,2
1397,-0.56720084,5.8634214,2
1398,-3.6181128,6.9171333,2
1399,12.370814,8.155401,1
1400,-1.9803951,6.5010343,2
1401,0.8786504,-6.3600254,3
1402,0.7042609,1.4079186,5
1403,0.30352777,5.628525,2
1404,-0.45763412,-5.4289327,4
1405,-0.39828306,0.3951238,6
1406,-0.6704613,-5.308667,4
1407,-3.7106078,1.6275145,2
1408,2.167104,-5.485531,3
1409,12.01765,8.336584,1
1410,-2.7278419,4.3820324,2
1411,12.592984,8.2999935,1
1412,-0.73776907,4.0602345,2
1413,-5.1123075,6.625745,2
1414,-0.26712015,5.2935133,2
1415,-1.2559873,6.713943,2
1416,-0.07698809,-4.874032,4
1417,2.6545455,-7.1047983,3
1418,12.338255,8.017845,1
1419,-3.1362863,6.0822673,2
1420,-1.4000869,6.019011,2
1421,12.29369,7.8833475,1
1422,-5.1423764,6.582948,2
1423,-3.2100186,4.4708123,2
1424,-2.7582378,7.9518003,2
1425,-2.9487567,3.4811409,2
1426,0.29450333,5.2945657,2
1427,-3.6777263,5.782832,2
1428,-0.84577304,5.45748,2
1429,-4.41722,3.1509562,2
1430,-0.47386315,-4.879194,4
1431,0.82574445,4.341145,2
1432,2.7832737,-6.8925047,3
1433,0.13093269,1.8602407,-1
1434,-3.8801956,2.4113567,2
1435,-1.1118034,6.1460276,2
1436,-2.7288523,7.931854,2
1437,1.4246287,-3.0560088,3
1438,0.09056129,5.332172,2
1439,-4.490249,6.704507,2
1440,-3.7199473,1.5426762,2
1441,0.5792641,5.267519,2
1442,-3.849569,5.6593513,2
1443,-0.16896282,4.628924,2
1444,-0.32537252,0.79860365,6
1445,1.8170341,-5.3033204,3
1446,-2.5360951,7.842373,2
1447,-1.0197531,-0.015653566,6
1448,-0.77190363,6.4821177,2
1449,12.660743,8.014349,1
1450,-0.51336414,-5.2732825,4
1451,1.1497307,-3.252402,3
1452,1.0862519,-4.5377293,3
1453,0.7594381,-6.3264656,3
1454,12.563835,8.26437,1
1455,-4.740207,5.68356,2
1456,-2.6921265,7.9839606,2
1457,-3.168735,7.835424,2
1458,-0.77794266,5.5335174,2
1459,-4.2621555,7.1211486,2
1460,0.9870887,1.7877079,5
1461,-0.2793407,3.7643654,2
1462,-5.043673,5.0675774,2
1463,-1.6573976,3.6525133,2
1464,0.68302214,-5.292642,3
1465,1.7197096,-5.1857576,3
1466,0.808308,4.811617,2
1467,-3.4868205,4.8542194,2
1468,1.4361115,-4.5497894,3
1469,1.9939661,-4.416899,3
1470,1.8967525,-5.0371046,3
1471,1.3285042,-3.0485384,3
1472,-3.3933995,5.4025416,2
1473,0.75434065,1.514306,5
1474,-1.9557533,3.3164167,2
1475,-2.5405364,8.118002,2
1476,-5.037681,4.6159205,2
1477,-1.6686912,6.730773,2
1478,12.464057,8.485193,1
1479,-1.6505342,5.60836,2
1480,-0.91266614,6.2205057,2
1481,1.1542478,-2.8739808,3
1482,1.6144009,-5.832826,3
1483,-2.8110745,4.6078935,2
1484,-0.34072268,-5.00533,4
1485,2.2917178,-6.4378133,3
1486,-4.289662,6.617444,2
1487,-4.5185738,5.2021074,2
1488,1.8387816,-5.733324,3
1489,-0.8064966,5.5543866,2
1490,1.0870495,-5.6066165,3
1491,-3.7791305,5.8703885,2
1492,-0.5897762,5.2976813,2
1493,-2.2543576,4.1708655,2
1494,-3.566292,3.1005821,2
1495,-1.945643,4.079119,2
1496,-1.9511911,4.410937,2
1497,-0.68528014,5.4374585,2
1498,11.752234,7.9276094,1
1499,-1.8463897,4.409014,2
1500,-1.1831789,4.45719,2
1501,-4.88173,3.9089627,2
1502,-3.107991,7.6291685,2
1503,-0.6399114,3.959893,2
1504,-4.62761,5.3240323,2
1505,1.063527,-6.3528986,3
1506,0.6517494,-5.437262,3
1507,-2.039389,3.1028306,2
1508,-1.9872366,3.0973597,2
1509,-0.7403617,0.61456513,6
1510,-1.7866995,5.9497337,2
1511,1.6029539,-6.9719925,3
1512,-3.0142164,7.619426,2
1513,-0.94715875,6.6770678,2
1514,2.7307673,-6.982931,3
1515,1.1041363,-3.2139258,3
1516,-1.8411343,6.6306586,2
1517,-2.7572045,8.000659,2
1518,-1.3341506,5.1819844,2
1519,2.4429674,-5.0821066,3
1520,-3.8519099,6.40878,2
1521,-3.1089506,3.4385676,2
1522,1.1862063,-5.9628325,3
1523,-2.952748,3.4589112,2
1524,-2.8527458,5.106597,2
1525,-2.8343158,4.2156396,2
1526,-5.0625587,5.8008084,2
1527,-2.7155678,3.7038088,2
1528,-4.9133873,5.357758,2
1529,-2.3139474,3.2228296,2
1530,0.771159,-5.107091,3
1531,1.104798,-3.4929454,3
1532,0.26339662,4.789721,2
1533,-3.0111716,3.293288,2
1534,-1.4633592,4.306516,2
1535,-2.1188931,5.5989466,2
1536,-2.3454165,4.0992436,2
1537,-1.9501537,4.543175,2
1538,1.3188109,-3.1676443,3
1539,0.5818854,-5.328753,3
1540,-3.9318607,5.702547,2
1541,-1.055324,5.2557354,2
1542,-2.8826015,4.469475,2
1543,0.7609721,-5.4672585,3
1544,0.5449261,4.5696206,2
1545,-1.4736542,4.0099416,2
1546,2.5122397,-5.143557,3
1547,-0.028388085,4.2301726,2
1548,-3.8996274,2.3511052,2
1549,-0.22840375,-5.139854,4
1550,12.033025,8.352732,1
1551,0.93226177,-6.1743894,3
1552,-3.2341611,5.4804196,2
1553,0.92817783,-5.553658,3
1554,2.2781863,-4.303509,3
1555,-2.139151,5.134153,2
1556,-2.4777124,6.007492,2
1557,-3.1503012,4.617778,2
1558,-4.581096,3.8052027,2
1559,10.664078,9.445441,0
1560,-5.2589297,5.661989,2
1561,-5.3663816,5.096966,2
1562,-4.230704,5.2528715,2
1563,2.0676913,-6.3721876,3
1564,0.038795367,1.7528336,-1
1565,11.825466,8.454857,1
1566,2.03863,-5.033525,3
1567,-1.7852584,3.8404233,2
1568,-4.3329964,2.3169193,2
1569,-0.31057543,0.536962,6
1570,-3.3921356,4.3386054,2
1571,-2.404601,7.6277485,2
1572,-0.12340768,4.358488,2
1573,-4.829833,3.9428084,2
1574,-2.1857257,5.335204,2
1575,-2.5906904,5.466172,2
1576,-1.0096496,5.031826,2
1577,-4.3246064,6.194761,2
1578,0.7454694,-4.7198358,3
1579,-3.4754615,6.1851764,2
1580,0.7851948,-6.2015305,3
1581,10.660638,9.446262,0
1582,-3.6403937,4.412319,2
1583,2.3312936,-6.8552613,3
1584,-1.969625,5.159908,2
1585,-0.38244078,-5.481068,4
1586,-2.6711571,7.5644174,2
1587,1.1753716,4.6055245,2
1588,0.6227514,5.301341,2
1589,-5.039993,6.9856653,2
1590,-4.8930473,3.9718056,2
1591,12.384198,7.900822,1
1592,0.017001078,4.112671,2
1593,-4.5044312,2.911058,2
1594,1.3717568,-6.1958117,3
1595,-1.1572973,4.1987567,2
1596,1.162322,-6.4236126,3
1597,-4.7349195,4.262842,2
1598,12.392958,7.9813023,1
1599,-5.2565293,4.899696,2
1600,-4.7384825,5.487738,2
1601,12.157925,7.8055367,1
1602,12.438434,8.080737,1
1603,-3.2091758,6.2076173,2
1604,-5.3690376,4.3802695,2
1605,-0.5616039,-5.2219477,4
1606,0.47593457,5.501748,2
1607,-0.5412787,-5.235429,4
1608,-3.6846788,5.5856366,2
1609,1.7378564,-4.314761,3
1610,-4.503914,7.3076854,2
1611,-3.2843456,6.661125,2
1612,-0.5439346,4.966042,2
1613,-4.402684,2.5668902,2
1614,-2.1866071,6.4573693,2
1615,0.0048013288,0.6707854,6
1616,0.6846497,-4.67401,3
1617,1.6944208,-3.2200296,3
1618,-4.468723,4.67843,2
1619,-0.48869848,6.4129753,2
1620,-0.6342954,0.81105405,6
1621,-0.30637485,0.11773981,6
1622,-5.392685,5.491626,2
1623,-2.0440032,5.0640874,2
1624,-5.3703637,5.3859878,2
1625,-4.861085,7.247919,2
1626,-0.35805187,0.6694475,6
1627,-0.23950063,-5.1240225,4
1628,-3.3543065,6.353357,2
1629,-0.5586646,0.05913054,6
1630,-1.5377662,5.7374916,2
1631,-3.8190775,5.702054,2
1632,-2.7012603,3.880471,2
1633,0.83683014,-6.024274,3
1634,-1.056483,5.471397,2
1635,-2.2173846,3.9929962,2
1636,2.3314862,-5.2365613,3
1637,-5.1953783,5.1667643,2
1638,-1.7071642,7.3238277,2
1639,2.560176,-5.7290535,3
1640,-2.59746,5.340575,2
1641,-3.8130364,2.5115418,2
1642,1.3606247,-3.6361504,3
1643,-2.1255076,4.991373,2
1644,0.71184427,4.9659376,2
1645,2.08156,-4.4487753,3
1646,1.7841909,-4.3767204,3
1647,-3.0042107,4.649655,2
1648,1.9354645,-4.386233,3
1649,2.5091105,-5.6064224,3
1650,-1.9493799,3.1531212,2
1651,1.3743199,-5.3909383,3
1652,-3.8359761,5.810009,2
1653,-1.9099754,5.9366813,2
1654,-4.417128,2.79154,2
1655,1.985877,-5.2776275,3
1656,2.266556,-5.0523753,3
1657,-1.2014877,6.2424507,2
1658,-1.9706916,4.979536,2
1659,1.3576623,-2.7919462,3
1660,1.1081104,4.7213902,2
1661,0.14557335,5.7599506,2
1662,-3.7907832,1.5076534,2
1663,1.0403196,-5.154953,3
1664,1.4985278,-4.824706,3
1665,-4.1669235,6.253065,2
1666,2.3029466,-6.344796,3
1667,1.4730288,-4.6945643,3
1668,-4.295559,2.610087,2
1669,-0.30975497,0.50673187,6
1670,-0.29515064,0.57312584,6
1671,-2.6390967,4.7049537,2
