,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,0.08396439449329064,-0.6685049063232649,0.7697214273213264,0.15579914959174732,0.603353203123426,-0.26982115890857855,0.9839930804031221,-0.4308632523178511,1.7438304688742263,1.1799346840925649,-1.9790618203915522,-1.1403234046562243,0.20447018628206276
1,-1.413667571252605,0.0024975778250341703,0.4838336519667095,0.4907852407364316,0.603353203123426,-0.428447500800593,-0.4338281855885189,-0.4308632523178511,-0.7297811456560088,-1.0985779909537225,1.0514388793037042,0.008045858243331492,0.20447018628206276
2,1.0606808938927883,-0.876299223994996,-0.9456052248063747,0.23029838914647527,0.603353203123426,-0.4566776124932396,1.0753637842114723,-0.4308632523178511,-0.7616840130935246,0.7974106583548671,-0.0636272086422326,-1.093264664224273,0.20447018628206276
3,0.9482105091134521,-0.6425306166142983,-0.9456052248063747,-0.8139933988776609,0.603353203123426,-0.5507779848020617,-0.3550603374778722,-0.43085291120569874,0.8892893767979129,1.3836703064963383,-0.5022047922386077,0.22657000925468637,0.20447018628206276
4,0.640396824454217,-1.088422589951555,-1.5173807755156083,-0.9661177202061954,0.603353203123426,-0.53733507447223,0.8737180930482166,-0.4308632523178511,-0.70015705446403,1.138355985642815,0.6937334992200272,-1.0476658847151996,0.20447018628206276
5,-1.6622863165542956,1.1193920353105897,-0.37382967409714096,0.5569489010402807,-1.657403979664351,0.4802932374960319,0.8170052424085512,-0.4253174139458179,-0.5691274203456619,-0.8865266288599984,-0.3186099341964754,0.07857397049716784,-2.8724763266399496
6,-0.7329257686408341,-1.6728441084032992,-1.2314930001609916,-1.2156641240293737,0.603353203123426,-0.4728091048890377,1.922905829882031,-0.4308530362997974,-0.13615993369366317,0.36083432463249415,0.4581571842515998,-1.231520963674371,0.20447018628206276
7,-0.36591714462405334,0.8856234279298919,-0.9456052248063747,0.08937500243630864,0.603353203123426,-0.42979179183357613,0.7823473892398667,-0.4308632523178511,0.7810475051349134,1.450196224015938,0.9990561620081542,-0.5823383396109856,0.20447018628206276
8,2.179465247750394,-0.2962067538280793,-0.9456052248063747,1.155547685994001,0.603353203123426,-0.1810979507316891,-0.9423534129908542,-0.43085412044865207,-0.5993212055990249,-0.03416331064012847,-0.6006594955677782,-1.0188866550162714,0.20447018628206276
9,-0.2712052416519808,0.6302095791250558,-0.9456052248063747,0.6080043239519122,0.603353203123426,-0.5588437309999608,0.31919244234926386,-0.4308540370525863,0.6671086928580715,0.9928305410686907,-1.083339241566883,-0.5903381254897704,0.20447018628206276
10,-0.29488321739499895,-0.02347671188393226,0.4838336519667095,0.5165734390438373,0.603353203123426,0.6147223407943494,-0.7964753582899364,-0.4308632523178511,0.5417759993535455,-0.09653135831475318,2.569917551213071,-0.3620842349033435,0.20447018628206276
11,-1.5142989681604322,-1.8027155569481315,-1.2314930001609916,-1.532676622414351,0.603353203123426,-0.48625201521886946,1.948111541277438,-0.4305271661728993,-0.34694673640582036,-1.6848376390951942,-1.5595623434425117,-0.48141104101776705,0.20447018628206276
